,num_campo,Ba_ppm ,Co_ppm ,Cr_ppm ,Cu_ppm ,Fe_pct   ,Mg_pct   ,Mn_ppm ,V_ppm ,K-classes,Lat,Long
0,1014-CB-S-0001,300.0,7.0,70.0,15.0,2.0,0.1,1500.0,30.0,2,-14.534904000000001,-39.967096999999995
1,1014-CB-S-0001R,500.0,10.0,200.0,70.0,3.0,0.15,2000.0,50.0,2,-14.534451999999998,-39.967095
2,1014-CB-S-0003,700.0,15.0,30.0,15.0,3.0,0.2,3000.0,50.0,1,-14.529371,-39.938303999999995
3,1014-CB-S-0004,1000.0,10.0,30.0,20.0,3.0,0.15,3000.0,30.0,1,-14.525310000000001,-39.936431
4,1014-CB-S-0005,300.0,10.0,70.0,70.0,3.0,0.1,1500.0,50.0,2,-14.544228,-39.984842
5,1014-CB-S-0007,300.0,10.0,100.0,70.0,3.0,0.1,2000.0,50.0,2,-14.557807,-39.977368
6,1014-CB-S-0008,300.0,5.0,50.0,50.0,1.5,0.15,500.0,30.0,0,-14.553957999999998,-39.984745000000004
7,1014-CB-S-0009,150.0,5.0,70.0,150.0,2.0,0.03,1000.0,50.0,0,-14.5583,-39.990865
8,1014-CB-S-0010,700.0,7.0,70.0,100.0,3.0,0.15,1500.0,30.0,2,-14.563251000000001,-39.984499
9,1014-CB-S-0011,700.0,15.0,150.0,70.0,3.0,0.15,1500.0,50.0,2,-14.573286999999999,-39.999648
10,1014-CB-S-0013,700.0,7.0,50.0,70.0,3.0,0.2,1500.0,30.0,2,-14.537385,-39.915399
11,1014-CB-S-0015,700.0,7.0,30.0,50.0,3.0,0.15,1000.0,50.0,2,-14.538913,-39.926551
12,1014-CB-S-0017,700.0,15.0,70.0,70.0,5.0,0.15,5000.0,30.0,1,-14.580178,-39.998315999999996
13,1014-CB-S-0020,700.0,7.0,20.0,200.0,1.5,0.1,700.0,30.0,0,-14.592651000000002,-39.939036
14,1014-CB-S-0021,200.0,10.0,50.0,70.0,2.0,0.07,1000.0,50.0,0,-14.624956,-39.948665000000005
15,1014-CB-S-0022,300.0,7.0,70.0,50.0,1.5,0.05,700.0,50.0,0,-14.628792,-39.950271
16,1014-CB-S-0022R,300.0,7.0,50.0,30.0,1.5,0.05,700.0,50.0,0,-14.62834,-39.950269
17,1014-CB-S-0023,150.0,15.0,70.0,10.0,5.0,0.05,500.0,50.0,0,-14.616909,-39.975809999999996
18,1014-CB-S-0024,300.0,30.0,100.0,20.0,5.0,0.1,1000.0,50.0,0,-14.616124,-39.981495
19,1014-CB-S-0025,300.0,15.0,70.0,100.0,3.0,0.1,1500.0,50.0,2,-14.604701,-39.976684999999996
20,1014-CB-S-0026,150.0,20.0,70.0,5.0,3.0,0.05,1500.0,50.0,2,-14.606064000000002,-39.974834
21,1014-CB-S-0027,700.0,15.0,100.0,7.0,3.0,0.15,3000.0,30.0,1,-14.601579000000001,-39.966459
22,1014-CB-S-0028,700.0,15.0,150.0,10.0,2.0,0.3,1500.0,30.0,2,-14.596151,-39.967364
23,1014-CB-S-0029,700.0,7.0,50.0,15.0,3.0,0.15,1500.0,30.0,2,-14.600692,-39.962278000000005
24,1014-CB-S-0030,700.0,20.0,50.0,10.0,3.0,0.3,1500.0,30.0,2,-14.575906,-39.867827
25,1014-CB-S-0035,500.0,20.0,50.0,15.0,3.0,0.5,700.0,100.0,0,-14.620117,-39.849097
26,1014-CB-S-0037,1000.0,15.0,50.0,200.0,3.0,0.7,700.0,50.0,0,-14.642389999999999,-39.814363
27,1014-CB-S-0038,1000.0,15.0,100.0,10.0,3.0,0.5,700.0,50.0,0,-14.645109,-39.812773
28,1014-CB-S-0039,700.0,30.0,70.0,10.0,3.0,0.5,1000.0,50.0,2,-14.610822,-39.82763
29,1014-CB-S-0041,700.0,20.0,50.0,7.0,3.0,0.3,700.0,50.0,0,-14.615126,-39.822531
30,1014-CB-S-0042,500.0,10.0,50.0,5.0,3.0,0.3,700.0,50.0,0,-14.577778,-39.806235
31,1014-CB-S-0043,500.0,15.0,50.0,5.0,3.0,0.5,3000.0,50.0,1,-14.556063,-39.811885
32,1014-CB-S-0045,700.0,20.0,50.0,50.0,3.0,0.3,700.0,50.0,0,-14.563395000000002,-39.825507
33,1014-CB-S-0046,200.0,10.0,100.0,30.0,3.0,0.1,1000.0,30.0,0,-14.675889000000002,-39.969224
34,1014-CB-S-0047,300.0,7.0,70.0,15.0,2.0,0.1,700.0,30.0,0,-14.675301999999999,-39.967508
35,1014-CB-S-0047R,200.0,7.0,70.0,20.0,2.0,0.1,1500.0,30.0,2,-14.675301999999999,-39.967508
36,1014-CB-S-0048,200.0,7.0,150.0,20.0,2.0,0.1,700.0,30.0,0,-14.661657,-39.98265
37,1014-CB-S-0049,300.0,15.0,100.0,30.0,3.0,0.1,1500.0,30.0,2,-14.66071,-39.986218
38,1014-CB-S-0050,200.0,20.0,150.0,70.0,3.0,0.1,1500.0,100.0,2,-14.661697,-39.988795
39,1014-CB-S-0051,700.0,20.0,150.0,20.0,3.0,0.7,700.0,50.0,0,-14.702926000000001,-39.943220000000004
40,1014-CB-S-0052,700.0,5.0,50.0,5.0,2.0,0.15,700.0,20.0,0,-14.75849,-39.951356
41,1014-CB-S-0053,700.0,7.0,50.0,15.0,2.0,0.2,700.0,30.0,0,-14.748575,-39.950990000000004
42,1014-CB-S-0054,700.0,15.0,70.0,30.0,3.0,0.5,500.0,50.0,0,-14.762889999999999,-39.957412
43,1014-CB-S-0055,700.0,10.0,100.0,30.0,3.0,0.15,1500.0,30.0,2,-14.770094,-39.986709000000005
44,1014-CB-S-0056,100.0,7.0,150.0,50.0,3.0,0.1,700.0,50.0,0,-14.755185999999998,-39.984784000000005
45,1014-CB-S-0057,150.0,7.0,70.0,30.0,3.0,0.2,700.0,30.0,0,-14.740293,-39.979144
46,1014-CB-S-0059,300.0,5.0,30.0,20.0,2.0,0.15,700.0,20.0,0,-14.726567999999999,-39.954002
47,1014-CB-S-0060,1000.0,20.0,70.0,20.0,3.0,0.7,1500.0,50.0,2,-14.658565,-39.794696
48,1014-CB-S-0061,1000.0,30.0,70.0,50.0,3.0,0.7,700.0,50.0,0,-14.671265,-39.796077000000004
49,1014-CB-S-0062,1000.0,30.0,70.0,15.0,3.0,0.7,700.0,70.0,0,-14.661369,-39.81629
50,1014-CB-S-0063,1000.0,20.0,70.0,20.0,3.0,0.5,700.0,50.0,0,-14.684479999999999,-39.799659000000005
51,1014-CB-S-0064,1000.0,30.0,70.0,50.0,3.0,0.7,1000.0,70.0,2,-14.692629,-39.795974
52,1014-CB-S-0067,1500.0,30.0,70.0,20.0,3.0,0.7,1500.0,50.0,3,-14.697410999999999,-39.806504
53,1014-CB-S-0069,1500.0,30.0,150.0,30.0,3.0,0.7,1500.0,50.0,3,-14.686064000000002,-39.819849
54,1014-CB-S-0071,1000.0,20.0,150.0,15.0,3.0,0.5,1000.0,50.0,2,-14.710657999999999,-39.810496
55,1014-CB-S-0072,1000.0,15.0,100.0,30.0,3.0,0.5,1000.0,50.0,2,-14.708195000000002,-39.814367
56,1014-ER-S-0120,300.0,7.0,50.0,5.0,3.0,0.15,1500.0,20.0,2,-14.867966000000001,-39.976037
57,1014-ER-S-0122,200.0,5.0,10.0,5.0,3.0,0.02,1000.0,20.0,0,-14.869548000000002,-39.983442
58,1014-ER-S-0123,300.0,10.0,30.0,70.0,3.0,0.1,2000.0,30.0,2,-14.918323999999998,-39.99296
59,1014-ER-S-0128,300.0,5.0,30.0,15.0,3.0,0.1,700.0,30.0,0,-14.882741000000001,-39.963516999999996
60,1014-ER-S-0129,300.0,5.0,30.0,10.0,1.0,0.1,200.0,30.0,0,-14.887285999999998,-39.957496
61,1014-ER-S-0131,700.0,10.0,20.0,10.0,3.0,0.15,1500.0,30.0,2,-14.893585,-39.959775
62,1014-ER-S-0132,300.0,10.0,150.0,15.0,2.0,0.3,700.0,50.0,0,-14.893622,-39.955665
63,1014-ER-S-0133,1000.0,5.0,10.0,7.0,0.7,0.1,500.0,30.0,0,-14.873170000000002,-39.970084
64,1014-ER-S-0134,1500.0,10.0,70.0,10.0,2.0,0.5,500.0,50.0,3,-14.842432999999998,-39.98239
65,1014-ER-S-0136,700.0,15.0,100.0,10.0,5.0,0.2,5000.0,100.0,1,-14.838789000000002,-39.988879
66,1014-ER-S-0137,700.0,7.0,70.0,15.0,3.0,1.0,1500.0,30.0,2,-14.837469,-39.980509000000005
67,1014-ER-S-0138,700.0,7.0,30.0,5.0,2.0,0.15,1000.0,30.0,2,-14.847639000000001,-39.94447
68,1014-ER-S-0139,700.0,15.0,70.0,15.0,2.0,1.0,2000.0,30.0,2,-14.88231,-39.922844
69,1014-ER-S-0141,700.0,15.0,50.0,20.0,3.0,0.7,2000.0,30.0,2,-14.889562,-39.922453000000004
70,1014-ER-S-0143,700.0,10.0,70.0,20.0,2.0,0.7,1000.0,30.0,2,-14.888304000000002,-39.924507
71,1014-ER-S-0144,700.0,10.0,50.0,10.0,3.0,0.7,1000.0,50.0,2,-14.911864000000001,-39.935925
72,1014-ER-S-0145,300.0,15.0,50.0,15.0,2.0,0.7,1500.0,50.0,2,-14.984132,-39.929096
73,1014-ER-S-0147,300.0,7.0,50.0,5.0,1.5,0.3,700.0,30.0,0,-14.961196,-39.900172
74,1014-ER-S-0149,500.0,10.0,50.0,10.0,2.0,0.7,1000.0,30.0,0,-14.958343,-39.899578000000005
75,1014-ER-S-0150,1000.0,10.0,70.0,15.0,5.0,1.0,3000.0,30.0,1,-14.955789999999999,-39.907586
76,1014-ER-S-0150R,700.0,20.0,50.0,50.0,7.0,0.7,2000.0,150.0,2,-14.955789999999999,-39.907586
77,1014-ER-S-0152,700.0,20.0,50.0,20.0,3.0,0.7,700.0,70.0,0,-14.961915,-39.899983
78,1014-ER-S-0154,1000.0,15.0,50.0,30.0,2.0,0.5,700.0,50.0,0,-14.95307,-39.892452
79,1014-ER-S-0155,700.0,7.0,30.0,70.0,1.5,0.3,700.0,50.0,0,-14.942275,-39.896772
80,1014-ER-S-0156,700.0,10.0,70.0,30.0,2.0,0.3,200.0,50.0,0,-14.940878,-39.894508
81,1014-ER-S-0157,1000.0,10.0,30.0,7.0,3.0,0.2,2000.0,50.0,2,-14.876142000000002,-39.919337
82,1014-ER-S-0160,700.0,10.0,30.0,70.0,2.0,0.5,300.0,50.0,0,-14.968978,-39.875097
83,1014-ER-S-0162,700.0,20.0,70.0,15.0,3.0,0.7,1500.0,100.0,2,-14.967579999999998,-39.875355
84,1014-ER-S-0164,700.0,15.0,100.0,30.0,2.0,0.7,1000.0,50.0,2,-14.980336,-39.864438
85,1014-ER-S-0165,700.0,30.0,50.0,50.0,3.0,0.5,1000.0,70.0,2,-14.975644,-39.848217
86,1014-ER-S-0167,700.0,30.0,200.0,100.0,3.0,1.5,2000.0,100.0,2,-14.984875,-39.839087
87,1014-ER-S-0168,700.0,30.0,200.0,30.0,3.0,0.7,1000.0,100.0,2,-14.97414,-39.836517
88,1014-ER-S-0169,700.0,30.0,70.0,70.0,3.0,0.7,1500.0,100.0,2,-14.991614000000002,-39.865889
89,1014-ER-S-0170,700.0,20.0,50.0,30.0,3.0,0.5,700.0,70.0,0,-14.993410999999998,-39.868686
90,1014-ER-S-0172,700.0,30.0,70.0,20.0,3.0,0.7,1500.0,50.0,2,-14.962446,-39.807654
91,1014-ER-S-0173,700.0,15.0,30.0,20.0,3.0,0.5,1500.0,30.0,2,-14.977433,-39.787715999999996
92,1014-ER-S-0174,700.0,30.0,70.0,15.0,3.0,0.7,1000.0,50.0,2,-14.979432999999998,-39.787282
93,1014-ER-S-0175,700.0,20.0,70.0,20.0,3.0,0.7,1500.0,50.0,2,-14.982378,-39.788297
94,1014-ER-S-0176,700.0,20.0,70.0,30.0,3.0,0.7,1500.0,50.0,2,-14.985553,-39.792396000000004
95,1014-ER-S-0177,2000.0,5.0,10.0,5.0,2.0,0.15,700.0,10.0,3,-14.973783,-39.797467
96,1014-ER-S-0179,500.0,5.0,50.0,10.0,3.0,0.2,700.0,100.0,0,-14.984026,-39.773106
97,1014-ER-S-0183R,1000.0,7.0,10.0,5.0,3.0,0.2,1000.0,10.0,2,-14.940738,-39.810827
98,1014-ER-S-0184,1000.0,10.0,30.0,20.0,3.0,0.3,1500.0,30.0,2,-14.923608999999999,-39.797282
99,1014-ER-S-0185,1500.0,7.0,10.0,15.0,2.0,0.2,1500.0,30.0,3,-14.919154999999998,-39.778207
100,1014-ER-S-0185R,1000.0,5.0,10.0,5.0,3.0,0.3,500.0,20.0,0,-14.918703,-39.778205
101,1014-ER-S-0187,700.0,5.0,10.0,20.0,1.5,0.1,700.0,30.0,0,-14.982410999999999,-39.9077
102,1014-ER-S-0187R,700.0,7.0,10.0,50.0,2.0,0.15,700.0,30.0,0,-14.981959,-39.907697999999996
103,1014-ER-S-0189,700.0,5.0,20.0,50.0,2.0,0.2,700.0,30.0,0,-14.930616,-39.896846999999994
104,1014-ER-S-0190,700.0,20.0,70.0,30.0,3.0,0.7,1000.0,150.0,2,-14.888304999999999,-39.810631
105,1014-ER-S-0191,700.0,20.0,50.0,30.0,3.0,0.5,1000.0,100.0,2,-14.891860000000001,-39.811146
106,1014-ER-S-0193,700.0,50.0,50.0,30.0,3.0,0.3,3000.0,70.0,1,-14.884382999999998,-39.799356
107,1014-ER-S-0195,300.0,30.0,100.0,30.0,3.0,0.3,2000.0,150.0,2,-14.873822,-39.799061
108,1014-ER-S-0196,700.0,20.0,70.0,20.0,3.0,0.3,1000.0,150.0,2,-14.860439999999999,-39.80177
109,1014-ER-S-0197,700.0,20.0,100.0,20.0,3.0,0.5,1000.0,150.0,2,-14.867106,-39.797539
110,1014-ER-S-0199,700.0,20.0,50.0,20.0,3.0,0.3,500.0,100.0,0,-14.809435,-39.785055
111,1014-ER-S-0201,700.0,20.0,100.0,30.0,3.0,0.5,1500.0,100.0,2,-14.808679999999999,-39.78907
112,1014-ER-S-0203,300.0,20.0,100.0,20.0,3.0,0.3,2000.0,100.0,2,-14.811268,-39.790807
113,1014-ER-S-0205,700.0,20.0,100.0,10.0,3.0,0.7,700.0,150.0,0,-14.776295999999999,-39.783735
114,1014-ER-S-0207,700.0,30.0,70.0,15.0,3.0,0.7,1500.0,150.0,2,-14.774657000000001,-39.786218
115,1014-ER-S-0208,700.0,20.0,100.0,20.0,3.0,0.7,1500.0,100.0,2,-14.797476999999999,-39.795021000000006
116,1014-ER-S-0209,700.0,20.0,70.0,20.0,3.0,0.3,2000.0,100.0,2,-14.810551,-39.8122
117,1014-ER-S-0211,700.0,20.0,50.0,15.0,3.0,0.5,1500.0,100.0,2,-14.839355,-39.796351
118,1014-ER-S-0213,500.0,20.0,100.0,15.0,3.0,0.5,1500.0,100.0,2,-14.818171,-39.830349
119,1014-ER-S-0214,700.0,20.0,70.0,30.0,3.0,0.7,1500.0,100.0,2,-14.804127,-39.855983
120,1014-ER-S-0214R,700.0,20.0,70.0,30.0,3.0,0.5,5000.0,100.0,1,-14.803513,-39.855905
121,1014-ER-S-0215,300.0,20.0,70.0,15.0,3.0,0.3,1000.0,70.0,0,-14.801972,-39.855140000000006
122,1014-ER-S-0217R,700.0,30.0,70.0,10.0,3.0,0.3,2000.0,50.0,2,-14.864307,-39.82216
123,1014-ER-S-0219,700.0,20.0,50.0,15.0,3.0,0.5,2000.0,100.0,2,-14.860625,-39.840270000000004
124,1014-ER-S-0220,700.0,20.0,150.0,7.0,2.0,0.3,2000.0,70.0,2,-14.86152,-39.842597
125,1014-ER-S-0221,700.0,30.0,70.0,20.0,3.0,0.5,2000.0,70.0,2,-14.842959,-39.850425
126,1014-ER-S-0224,200.0,20.0,70.0,5.0,3.0,0.3,2000.0,50.0,2,-14.881431,-39.836632
127,1014-ER-S-0225,700.0,20.0,200.0,5.0,3.0,1.0,1500.0,50.0,2,-14.882744,-39.848256
128,1014-ER-S-0231,700.0,15.0,70.0,7.0,3.0,0.7,1500.0,30.0,2,-14.935917000000002,-39.767109999999995
129,1014-ER-S-0232,1000.0,20.0,150.0,15.0,3.0,0.7,1500.0,20.0,2,-14.929595,-39.765228
130,1014-ER-S-0233,700.0,30.0,100.0,15.0,3.0,0.5,5000.0,50.0,1,-14.908114999999999,-39.750170000000004
131,1014-ER-S-0235,700.0,30.0,50.0,20.0,3.0,0.5,3000.0,50.0,1,-14.892917,-39.774431
132,1014-ER-S-0236,700.0,20.0,50.0,20.0,3.0,0.5,700.0,100.0,0,-14.914107000000001,-39.800036
133,1014-ER-S-0237,700.0,30.0,50.0,20.0,3.0,0.5,2000.0,100.0,2,-14.911403,-39.797702
134,1014-ER-S-0239,300.0,10.0,100.0,10.0,3.0,0.3,5000.0,70.0,1,-14.956971,-39.822047
135,1014-ER-S-0240,700.0,50.0,100.0,70.0,3.0,1.0,3000.0,150.0,1,-14.991375,-39.807763
136,1014-ER-S-0242,700.0,30.0,50.0,30.0,3.0,0.7,1500.0,150.0,2,-14.997295000000001,-39.795229
137,1014-ER-S-0243,700.0,20.0,150.0,30.0,2.0,0.5,700.0,50.0,0,-14.954635999999999,-39.842494
138,1014-ER-S-0244,700.0,20.0,30.0,15.0,3.0,0.5,5000.0,50.0,1,-14.950004000000002,-39.872231
139,1014-ER-S-0245,1500.0,15.0,100.0,20.0,2.0,0.7,2000.0,30.0,2,-14.949995000000001,-39.874555
140,1014-ER-S-0246,700.0,7.0,70.0,10.0,1.5,0.5,1000.0,30.0,2,-14.912367999999999,-39.885408
141,1014-ER-S-0247,1500.0,7.0,100.0,5.0,2.0,1.0,1500.0,30.0,3,-14.914782,-39.888729999999995
142,1014-ER-S-0249,700.0,7.0,50.0,15.0,1.5,0.5,1500.0,30.0,2,-14.876501000000001,-39.894254
143,1014-ER-S-0251,700.0,7.0,50.0,15.0,2.0,0.3,1000.0,30.0,2,-14.862642999999998,-39.897901
144,1014-ER-S-0252,700.0,10.0,50.0,10.0,2.0,0.5,700.0,30.0,0,-14.859447,-39.897245
145,1014-ER-S-0254,1500.0,7.0,100.0,15.0,2.0,0.5,1000.0,30.0,3,-14.862728,-39.882103
146,1014-ER-S-0258,1000.0,7.0,50.0,20.0,3.0,1.0,3000.0,30.0,1,-14.874270000000001,-39.86871
147,1014-ER-S-0259,1000.0,10.0,50.0,7.0,2.0,0.5,700.0,50.0,0,-14.878264000000001,-39.871581
148,1014-ER-S-0260,1000.0,20.0,100.0,15.0,3.0,0.7,700.0,70.0,0,-14.863211999999999,-39.873740000000005
149,1014-ER-S-0260R,1000.0,20.0,50.0,15.0,3.0,0.7,1500.0,50.0,2,-14.86276,-39.873738
150,1014-ER-S-0261,1000.0,7.0,30.0,15.0,0.7,0.2,300.0,30.0,0,-14.847806,-39.883437
151,1014-ER-S-0262,700.0,7.0,30.0,15.0,1.5,0.3,1000.0,30.0,2,-14.845916,-39.880886
152,1014-ER-S-0264,700.0,10.0,20.0,20.0,3.0,0.3,700.0,50.0,0,-14.809652999999999,-39.930207
153,1014-ER-S-0265,700.0,10.0,70.0,70.0,3.0,0.2,1500.0,50.0,2,-14.819514000000002,-39.950693
154,1014-ER-S-0267,1000.0,10.0,30.0,15.0,2.0,0.2,500.0,30.0,0,-14.787408,-39.953804
155,1014-ER-S-0269,1000.0,15.0,30.0,15.0,3.0,0.2,1500.0,50.0,2,-14.796069000000001,-39.958023
156,1014-ER-S-0271,1000.0,7.0,30.0,70.0,2.0,0.2,500.0,30.0,0,-14.795084,-39.960133
157,1014-ER-S-0272,1000.0,7.0,30.0,7.0,2.0,0.2,700.0,30.0,0,-14.799576,-39.962685
158,1014-ER-S-0273,700.0,5.0,10.0,20.0,3.0,0.1,1000.0,30.0,2,-14.796226,-39.962307
159,1014-ER-S-0274,700.0,50.0,500.0,100.0,3.0,0.2,1000.0,50.0,2,-14.789506,-39.992371999999996
160,1014-ER-S-0275,1000.0,10.0,50.0,50.0,3.0,0.2,700.0,30.0,0,-14.770897,-39.956984000000006
161,1014-ER-S-0275R,700.0,10.0,30.0,20.0,3.0,0.2,700.0,30.0,0,-14.770302,-39.956982
162,1014-ER-S-0278,1000.0,5.0,30.0,15.0,1.5,0.15,300.0,30.0,0,-14.764636999999999,-39.929549
163,1014-ER-S-0279,1000.0,7.0,30.0,10.0,3.0,0.2,1500.0,30.0,2,-14.763595,-39.893982
164,1014-ER-S-0280,700.0,30.0,100.0,15.0,3.0,0.3,1000.0,50.0,2,-14.790783,-39.901324
165,1014-ER-S-0281,1000.0,20.0,100.0,15.0,3.0,0.3,700.0,50.0,0,-14.785928,-39.899446999999995
166,1014-ER-S-0282,700.0,30.0,200.0,15.0,3.0,0.3,500.0,100.0,0,-14.758485999999998,-39.952284999999996
167,1014-ER-S-0283,700.0,15.0,100.0,15.0,3.0,0.2,700.0,70.0,0,-14.952185,-39.768562
168,1014-ER-S-0284,300.0,5.0,100.0,10.0,3.0,0.1,1000.0,70.0,0,-14.953531,-39.771357
169,1014-EW-S-0125,150.0,30.0,150.0,30.0,2.0,0.15,150.0,100.0,0,-14.519772,-39.542462
170,1014-EW-S-0126,150.0,20.0,100.0,7.0,1.5,0.1,300.0,150.0,0,-14.548363,-39.548138
171,1014-EW-S-0127,700.0,15.0,150.0,10.0,3.0,0.07,1000.0,150.0,2,-14.582294000000001,-39.560253
172,1014-EW-S-0127R,1000.0,30.0,150.0,7.0,2.0,0.2,500.0,100.0,0,-14.582297,-39.559325
173,1014-EW-S-0129,100.0,15.0,50.0,7.0,1.5,0.05,300.0,100.0,0,-14.612105,-39.563127
174,1014-EW-S-0131,150.0,15.0,200.0,10.0,2.0,0.05,150.0,150.0,0,-14.631839999999999,-39.559914
175,1014-EW-S-0131R,150.0,20.0,150.0,15.0,3.0,0.07,150.0,150.0,0,-14.631842,-39.558986
176,1014-EW-S-0133,1500.0,70.0,150.0,20.0,5.0,0.3,700.0,150.0,3,-14.524636,-39.601914
177,1014-EW-S-0135,700.0,30.0,70.0,15.0,3.0,0.15,200.0,70.0,0,-14.510425,-39.635312
178,1014-EW-S-0137,500.0,20.0,50.0,10.0,3.0,0.2,500.0,70.0,0,-14.515419,-39.637040999999996
179,1014-EW-S-0139,700.0,70.0,70.0,15.0,5.0,0.3,700.0,150.0,0,-14.542084,-39.656214
180,1014-EW-S-0140,1500.0,30.0,70.0,10.0,3.0,0.7,700.0,150.0,3,-14.595028,-39.661512
181,1014-EW-S-0141,300.0,30.0,150.0,7.0,5.0,0.5,300.0,70.0,0,-14.579904999999998,-39.645196
182,1014-EW-S-0143,200.0,30.0,70.0,5.0,2.0,0.15,300.0,100.0,0,-14.570901999999998,-39.636244
183,1014-EW-S-0144,300.0,30.0,150.0,30.0,3.0,0.2,300.0,150.0,0,-14.575393,-39.617059000000005
184,1014-EW-S-0145,300.0,20.0,70.0,30.0,2.0,0.15,500.0,100.0,0,-14.600948,-39.620181
185,1014-EW-S-0146,150.0,30.0,100.0,20.0,3.0,0.1,300.0,150.0,0,-14.655635,-39.594764
186,1014-EW-S-0147,1000.0,30.0,50.0,15.0,3.0,0.7,2000.0,70.0,2,-14.543319,-39.697984000000005
187,1014-EW-S-0149,1000.0,30.0,100.0,30.0,3.0,0.7,500.0,100.0,0,-14.573873999999998,-39.710108
188,1014-EW-S-0150,1000.0,20.0,50.0,30.0,3.0,0.7,150.0,100.0,0,-14.587992000000002,-39.724117
189,1014-EW-S-0151,1500.0,15.0,50.0,20.0,2.0,0.7,1000.0,50.0,3,-14.618269,-39.728533
190,1014-EW-S-0153,700.0,15.0,100.0,30.0,3.0,0.3,700.0,100.0,0,-14.652565,-39.587825
191,1014-EW-S-0154,700.0,20.0,70.0,30.0,3.0,0.15,1500.0,100.0,2,-14.649882999999999,-39.575746
192,1014-EW-S-0155,1500.0,20.0,50.0,7.0,3.0,0.15,700.0,50.0,3,-14.572723000000002,-39.515671999999995
193,1014-EW-S-0157,700.0,20.0,100.0,30.0,3.0,0.15,500.0,100.0,0,-14.622435999999999,-39.521358
194,1014-EW-S-0158,700.0,30.0,70.0,70.0,3.0,1.0,1500.0,100.0,2,-14.612423999999999,-39.716770000000004
195,1014-EW-S-0160,1500.0,20.0,50.0,50.0,3.0,0.7,1000.0,70.0,3,-14.626843,-39.731671999999996
196,1014-EW-S-0161,1000.0,20.0,100.0,50.0,3.0,0.7,1000.0,100.0,2,-14.703644,-39.745859
197,1014-EW-S-0162,1000.0,20.0,100.0,20.0,3.0,0.7,3000.0,70.0,1,-14.694764000000001,-39.746907
198,1014-EW-S-0163,700.0,15.0,50.0,30.0,3.0,0.7,700.0,50.0,0,-14.676264000000002,-39.753431
199,1014-EW-S-0165,700.0,15.0,100.0,30.0,3.0,1.5,1000.0,70.0,2,-14.669293,-39.744814
200,1014-EW-S-0167,1000.0,15.0,100.0,30.0,3.0,1.5,700.0,70.0,0,-14.689131,-39.760669
201,1014-EW-S-0168,1000.0,30.0,70.0,30.0,3.0,1.0,1500.0,50.0,2,-14.666072,-39.73259
202,1014-EW-S-0170,500.0,30.0,50.0,30.0,3.0,0.5,700.0,100.0,0,-14.647708999999999,-39.7334
203,1014-EW-S-0171,700.0,30.0,70.0,20.0,3.0,0.7,1000.0,70.0,2,-14.654836999999999,-39.741979
204,1014-EW-S-0172,1000.0,20.0,30.0,50.0,3.0,0.5,700.0,50.0,0,-14.638301,-39.719640000000005
205,1014-EW-S-0173,300.0,10.0,30.0,30.0,1.5,0.15,700.0,100.0,0,-14.628696,-39.675953
206,1014-EW-S-0175,1500.0,15.0,70.0,50.0,1.5,1.0,1000.0,150.0,3,-14.630348000000001,-39.668853999999996
207,1014-EW-S-0176,700.0,15.0,70.0,50.0,2.0,0.7,700.0,100.0,0,-14.651422,-39.676038
208,1014-EW-S-0177,1500.0,15.0,30.0,70.0,2.0,0.7,1000.0,100.0,3,-14.676407000000001,-39.682854999999996
209,1014-EW-S-0180,1000.0,30.0,150.0,50.0,2.0,1.0,5000.0,100.0,1,-14.685943,-39.67562
210,1014-EW-S-0181,1000.0,50.0,50.0,15.0,2.0,1.5,2000.0,100.0,2,-14.689009,-39.685442
211,1014-EW-S-0182,1000.0,30.0,70.0,20.0,2.0,1.5,1000.0,100.0,2,-14.699385999999999,-39.692143
212,1014-EW-S-0183,1000.0,30.0,150.0,15.0,3.0,0.7,3000.0,150.0,1,-14.637927,-39.652784000000004
213,1014-EW-S-0186,1000.0,50.0,50.0,7.0,3.0,0.3,1500.0,100.0,2,-14.708019,-39.643703
214,1014-EW-S-0187,300.0,30.0,150.0,5.0,3.0,0.5,3000.0,150.0,1,-14.733804000000001,-39.646721
215,1014-EW-S-0189,700.0,20.0,30.0,5.0,2.0,0.2,700.0,100.0,0,-14.681643,-39.665986
216,1014-EW-S-0190,300.0,20.0,100.0,15.0,3.0,0.2,500.0,150.0,0,-14.749653,-39.626639000000004
217,1014-EW-S-0191,1500.0,20.0,100.0,10.0,3.0,0.3,700.0,100.0,3,-14.751605,-39.571368
218,1014-EW-S-0192,500.0,20.0,150.0,15.0,3.0,0.2,700.0,150.0,0,-14.754763,-39.573699
219,1014-EW-S-0193,700.0,30.0,100.0,20.0,3.0,0.2,700.0,150.0,0,-14.713633999999999,-39.570803999999995
220,1014-EW-S-0195,150.0,20.0,150.0,5.0,3.0,0.15,300.0,200.0,0,-14.697659,-39.565762
221,1014-EW-S-0197,300.0,30.0,30.0,7.0,3.0,0.15,500.0,100.0,0,-14.687278,-39.624139
222,1014-EW-S-0198,700.0,20.0,50.0,15.0,3.0,0.2,700.0,150.0,0,-14.689093,-39.621821999999995
223,1014-EW-S-0199,30.0,30.0,70.0,5.0,3.0,0.15,500.0,200.0,0,-14.706281,-39.617691
224,1014-EW-S-0202,150.0,15.0,50.0,5.0,3.0,0.1,300.0,100.0,0,-14.652244,-39.519467999999996
