,num_campo,Ba_ppm ,Co_ppm ,Cr_ppm ,Cu_ppm ,Fe_pct   ,Mg_pct   ,Mn_ppm ,V_ppm ,K-classes,Lat,Long
907,1015-VB-S-0077,150.0,30.0,100.0,70.0,5.0,0.1,700.0,150.0,0,-14.865701733,-39.18776938
908,1015-VB-S-0078,70.0,20.0,70.0,15.0,3.0,0.07,700.0,150.0,0,-14.865697105,-39.193346666
909,1015-VB-S-0079,150.0,30.0,70.0,15.0,3.0,0.05,700.0,150.0,0,-14.862985537,-39.192414716
910,1015-VB-S-0080,70.0,20.0,100.0,10.0,3.0,0.15,700.0,150.0,0,-14.871116225,-39.199858489
911,1015-VB-S-0081,150.0,30.0,100.0,15.0,3.0,0.3,700.0,100.0,0,-14.869307184,-39.200786387
912,1015-VB-S-0085,150.0,30.0,70.0,10.0,3.0,0.15,1500.0,150.0,2,-14.903639989,-39.17056848
913,1015-VB-S-0087,70.0,30.0,150.0,15.0,3.0,0.5,300.0,150.0,0,-14.899359175,-39.181843643
914,1015-VB-S-0087R,70.0,50.0,100.0,15.0,3.0,0.1,700.0,150.0,0,-14.899359175,-39.181843643
915,1015-VB-S-0088,30.0,15.0,70.0,7.0,3.0,0.3,300.0,100.0,0,-14.904578665,-39.187803035
916,1015-VB-S-0089,70.0,50.0,100.0,15.0,3.0,0.5,700.0,100.0,0,-14.906502005,-39.192679262
917,1015-VB-S-0091,150.0,15.0,70.0,7.0,3.0,0.15,700.0,50.0,0,-14.908193585,-39.189665631
918,1015-VB-S-0092,150.0,30.0,150.0,50.0,5.0,0.15,1000.0,150.0,0,-14.911544034,-39.208049544
919,1015-VB-S-0093,70.0,20.0,150.0,50.0,3.0,0.7,200.0,100.0,0,-14.907540084,-39.188461475
920,1015-VB-S-0095,150.0,20.0,100.0,30.0,3.0,0.15,500.0,100.0,0,-14.826839762,-39.168218796
921,1015-VB-S-0096,700.0,30.0,100.0,70.0,3.0,0.15,700.0,70.0,0,-14.825921307,-39.186805665
922,1015-VB-S-0097,300.0,30.0,150.0,15.0,3.0,0.15,1500.0,150.0,2,-14.824114941,-39.184480689
923,1015-VB-S-0099,300.0,30.0,150.0,15.0,3.0,0.3,300.0,100.0,0,-14.825971883,-39.183314203
924,1015-VB-S-0100,70.0,30.0,100.0,20.0,5.0,0.15,700.0,100.0,0,-14.836777376,-39.178450154
925,1015-VB-S-0100R,150.0,30.0,150.0,20.0,5.0,0.2,1000.0,150.0,0,-14.836777376,-39.178450154
926,1015-VB-S-0102,300.0,50.0,100.0,20.0,5.0,0.3,1000.0,150.0,0,-14.910876656,-39.222208924
927,1015-VB-S-0103,700.0,20.0,70.0,7.0,3.0,0.3,700.0,70.0,0,-14.791137934,-39.152394325
928,1015-VB-S-0107,150.0,15.0,30.0,10.0,3.0,0.5,500.0,70.0,0,-14.85183732,-39.090370384
929,1015-VB-S-0108,150.0,20.0,50.0,20.0,5.0,0.15,700.0,100.0,0,-14.85502214,-39.099003556
930,1015-VB-S-0110,150.0,10.0,70.0,15.0,3.0,0.1,700.0,70.0,0,-14.823952922,-39.124560002
931,1015-VB-S-0111,150.0,15.0,50.0,15.0,3.0,0.15,3000.0,100.0,1,-14.821265805,-39.121473187
932,1015-VB-S-0113,150.0,7.0,50.0,7.0,3.0,0.05,1000.0,50.0,0,-14.817822179,-39.131967359
933,1015-VB-S-0115,150.0,30.0,70.0,15.0,3.0,0.15,700.0,70.0,0,-14.804181974,-39.127898586
934,1015-VB-S-0116,300.0,30.0,100.0,20.0,3.0,0.7,1500.0,100.0,2,-14.800497107,-39.122492136
935,1015-VB-S-0117,50.0,10.0,100.0,20.0,3.0,0.03,300.0,150.0,0,-14.909136559,-39.134812049
936,1015-VB-S-0118,300.0,10.0,70.0,30.0,3.0,0.15,700.0,100.0,0,-14.910041762,-39.132953131
937,1015-VB-S-0119,70.0,10.0,70.0,15.0,3.0,0.05,700.0,70.0,0,-14.899195284,-39.127833156
938,1015-VB-S-0120,150.0,5.0,30.0,15.0,3.0,0.1,700.0,30.0,0,-14.888085428,-39.125883353
939,1015-VB-S-0121,150.0,15.0,100.0,70.0,3.0,0.1,700.0,150.0,0,-14.8793065,-39.1245678
940,1015-VB-S-0124,300.0,20.0,50.0,15.0,3.0,0.3,700.0,70.0,0,-14.865823754,-39.080264334
941,1015-VB-S-0125,700.0,30.0,100.0,30.0,3.0,0.7,1500.0,100.0,2,-14.868476954,-39.079942543
942,1015-VB-S-0126,150.0,10.0,30.0,15.0,3.0,0.15,700.0,50.0,0,-14.898312549,-39.08088323
943,1015-VB-S-0127,30.0,7.0,30.0,7.0,3.0,0.1,700.0,30.0,0,-14.896503313,-39.083671606
944,1015-VB-S-0128,150.0,7.0,30.0,10.0,3.0,0.15,700.0,50.0,0,-14.895600196,-39.080882217
945,1015-VB-S-0129,100.0,7.0,50.0,10.0,3.0,0.05,300.0,50.0,0,-14.915489081,-39.085538472
946,1015-VB-S-0131,70.0,5.0,30.0,10.0,1.0,0.05,500.0,30.0,0,-14.925936751,-39.090837565
